genotype,s_r vs. LibA_pre
[000000000],0.0
[000000001],0.7081640878937581
[000000010],nan
[000000011],nan
[000000100],-3.4434772702638208
[000000101],-2.1183733377329066
[000000110],nan
[000000111],nan
[000001000],nan
[000001001],nan
[000001010],nan
[000001011],-0.41288304045061075
[000001100],nan
[000001101],0.2376689836521182
[000001110],nan
[000001111],0.49568413293628577
[000010000],nan
[000010001],-0.045041339368923516
[000010010],nan
[000010011],nan
[000010100],nan
[000010101],-2.167238391535837
[000010110],-2.59343937020592
[000010111],nan
[000011000],nan
[000011001],nan
[000011010],nan
[000011011],-1.2447836668602275
[000011100],-2.915187263861733
[000011101],-0.17642479595084914
[000011110],nan
[000011111],-1.5423817489728817
[000100000],nan
[000100001],nan
[000100010],nan
[000100011],nan
[000100100],nan
[000100101],nan
[000100110],nan
[000100111],nan
[000101000],nan
[000101001],nan
[000101010],nan
[000101011],-2.093829328101431
[000101100],-3.1631402249994425
[000101101],nan
[000101110],nan
[000101111],nan
[000110000],nan
[000110001],nan
[000110010],nan
[000110011],nan
[000110100],nan
[000110101],nan
[000110110],nan
[000110111],nan
[000111000],nan
[000111001],nan
[000111010],nan
[000111011],nan
[000111100],nan
[000111101],-3.7255903420378713
[000111110],nan
[000111111],nan
[001000000],4.664211715498537
[001000001],7.8724447171325656
[001000010],-0.483804736746837
[001000011],4.466987318644347
[001000100],3.227068386338559
[001000101],7.5169110471350535
[001000110],3.6498172507813913
[001000111],2.2030002863768923
[001001000],2.04965324670607
[001001001],1.9027015354701748
[001001010],2.0454260709016854
[001001011],7.298181451964447
[001001100],3.4764844967710173
[001001101],7.690586193585602
[001001110],3.0365258711316216
[001001111],7.0854741254330955
[001010000],3.7282151800889167
[001010001],7.3006393916912256
[001010010],nan
[001010011],3.4513348584723826
[001010100],1.6041854864416054
[001010101],6.756188373875241
[001010110],2.1875980738597818
[001010111],0.5892938759706912
[001011000],0.4334597121142263
[001011001],0.8869725326170803
[001011010],1.8043018629656347
[001011011],6.347661583188389
[001011100],3.636834794407175
[001011101],7.958905974191753
[001011110],0.7555323062173915
[001011111],5.613957139848289
[001100000],nan
[001100001],0.8636987160077432
[001100010],nan
[001100011],nan
[001100100],nan
[001100101],-0.42722377890472973
[001100110],nan
[001100111],nan
[001101000],nan
[001101001],nan
[001101010],nan
[001101011],nan
[001101100],nan
[001101101],0.06659565819378965
[001101110],nan
[001101111],nan
[001110000],nan
[001110001],nan
[001110010],nan
[001110011],nan
[001110100],nan
[001110101],nan
[001110110],nan
[001110111],nan
[001111000],nan
[001111001],nan
[001111010],nan
[001111011],nan
[001111100],nan
[001111101],-1.059301422763303
[001111110],nan
[001111111],nan
[010000000],4.443600677692871
[010000001],7.786146662880423
[010000010],nan
[010000011],3.9266801707440004
[010000100],2.500511528315125
[010000101],6.674059487413973
[010000110],3.1633197996780593
[010000111],2.4487183846565013
[010001000],2.4793736151279586
[010001001],1.4625004512686486
[010001010],0.9131413560784392
[010001011],6.5378296480185485
[010001100],3.1466522268442403
[010001101],7.372992936920354
[010001110],2.5250084371453174
[010001111],6.807739070693399
[010010000],3.9695977795341584
[010010001],7.62239647676648
[010010010],nan
[010010011],3.9684683609485156
[010010100],3.0280467841822665
[010010101],7.087573897871167
[010010110],1.7840425047189794
[010010111],1.1281441176570794
[010011000],nan
[010011001],1.3305933327891841
[010011010],1.9851118754653965
[010011011],6.836515828026018
[010011100],3.972862486990268
[010011101],7.947259718286588
[010011110],1.797987901473594
[010011111],5.971392835200594
[010100000],-1.463671177837603
[010100001],-0.2972784578060965
[010100010],nan
[010100011],nan
[010100100],nan
[010100101],-1.3121777858747938
[010100110],nan
[010100111],nan
[010101000],nan
[010101001],nan
[010101010],nan
[010101011],-1.1856153646792968
[010101100],nan
[010101101],-0.35082518044424305
[010101110],nan
[010101111],nan
[010110000],nan
[010110001],-1.1788820136125855
[010110010],nan
[010110011],nan
[010110100],nan
[010110101],nan
[010110110],nan
[010110111],nan
[010111000],nan
[010111001],nan
[010111010],nan
[010111011],nan
[010111100],0.3955120736077431
[010111101],-0.41592352494106866
[010111110],nan
[010111111],nan
[011000000],4.471644394734213
[011000001],7.756880320564185
[011000010],nan
[011000011],3.544426421815577
[011000100],1.8284854903044794
[011000101],6.438735433367652
[011000110],3.3408662489352876
[011000111],1.7307651901970504
[011001000],3.629078020325358
[011001001],1.8110026999821245
[011001010],0.732474386200539
[011001011],6.278417111871017
[011001100],2.8381233756319526
[011001101],7.269492963455443
[011001110],2.0649168602376804
[011001111],6.7080664186245
[011010000],3.510240465994188
[011010001],7.26701431514877
[011010010],nan
[011010011],3.396049820066983
[011010100],1.4241187220347404
[011010101],6.381708131438353
[011010110],2.2824856379089047
[011010111],0.9320544276643634
[011011000],1.4396183913175191
[011011001],0.7334876961232988
[011011010],0.8280787269130006
[011011011],6.3798504465670876
[011011100],3.6244968489931315
[011011101],7.730411466296993
[011011110],1.129195089903054
[011011111],5.512758857110183
[011100000],-0.3065090790303877
[011100001],0.005696416994688924
[011100010],nan
[011100011],nan
[011100100],nan
[011100101],-0.5464831066912845
[011100110],nan
[011100111],nan
[011101000],nan
[011101001],nan
[011101010],nan
[011101011],nan
[011101100],nan
[011101101],nan
[011101110],nan
[011101111],-1.0807843350884418
[011110000],nan
[011110001],nan
[011110010],nan
[011110011],nan
[011110100],nan
[011110101],nan
[011110110],nan
[011110111],nan
[011111000],nan
[011111001],nan
[011111010],nan
[011111011],nan
[011111100],nan
[011111101],nan
[011111110],nan
[011111111],nan
[100000000],1.046629431469193
[100000001],1.1544033816297041
[100000010],nan
[100000011],-1.8816638624525321
[100000100],nan
[100000101],0.17732224059323443
[100000110],nan
[100000111],nan
[100001000],nan
[100001001],nan
[100001010],nan
[100001011],-1.3305587612511331
[100001100],nan
[100001101],0.49920100465763984
[100001110],nan
[100001111],0.16215287498398467
[100010000],nan
[100010001],0.20288856097767738
[100010010],nan
[100010011],-2.7974366330184095
[100010100],nan
[100010101],-0.2657104060827846
[100010110],nan
[100010111],nan
[100011000],nan
[100011001],nan
[100011010],nan
[100011011],-0.29547130266438426
[100011100],nan
[100011101],0.130333344140106
[100011110],nan
[100011111],0.5721987702087796
[100100000],nan
[100100001],nan
[100100010],-2.884337621821044
[100100011],nan
[100100100],nan
[100100101],-1.8816241889691687
[100100110],nan
[100100111],nan
[100101000],nan
[100101001],nan
[100101010],nan
[100101011],-3.4250965621766154
[100101100],nan
[100101101],nan
[100101110],nan
[100101111],nan
[100110000],nan
[100110001],nan
[100110010],-2.555016199464089
[100110011],nan
[100110100],nan
[100110101],nan
[100110110],nan
[100110111],nan
[100111000],nan
[100111001],nan
[100111010],nan
[100111011],nan
[100111100],-1.0373468436009148
[100111101],nan
[100111110],nan
[100111111],nan
[101000000],4.800599429454862
[101000001],8.217066588119657
[101000010],nan
[101000011],4.6831672392693315
[101000100],3.328772869708781
[101000101],7.322614756478281
[101000110],2.8138171200184052
[101000111],0.031198568008082184
[101001000],1.093359862675615
[101001001],0.7098902606562802
[101001010],2.347525847886575
[101001011],6.848496007461395
[101001100],3.0246937679403736
[101001101],7.650489518088647
[101001110],nan
[101001111],6.3539178954427395
[101010000],4.394831564977597
[101010001],7.599817743557919
[101010010],nan
[101010011],4.158548677591919
[101010100],2.1173700846607204
[101010101],6.627289455462683
[101010110],2.144936065855926
[101010111],nan
[101011000],nan
[101011001],0.963260570993465
[101011010],2.851549649754895
[101011011],7.386704122086485
[101011100],0.748882780428703
[101011101],7.382878386628373
[101011110],nan
[101011111],5.543885134022793
[101100000],nan
[101100001],1.1011715776874853
[101100010],nan
[101100011],nan
[101100100],nan
[101100101],0.7027848275132547
[101100110],nan
[101100111],nan
[101101000],nan
[101101001],nan
[101101010],nan
[101101011],1.0929395306070973
[101101100],nan
[101101101],0.7014628885143424
[101101110],nan
[101101111],nan
[101110000],nan
[101110001],-0.32966374088341865
[101110010],nan
[101110011],nan
[101110100],nan
[101110101],-0.16884214375763928
[101110110],nan
[101110111],nan
[101111000],nan
[101111001],nan
[101111010],nan
[101111011],nan
[101111100],nan
[101111101],-0.438397762685228
[101111110],nan
[101111111],nan
[110000000],4.350218776776747
[110000001],7.858784056034123
[110000010],-0.1740036524067845
[110000011],5.13499623237838
[110000100],3.388863596479296
[110000101],7.299715302653107
[110000110],1.470790268665799
[110000111],1.0233320493429323
[110001000],1.591722451673962
[110001001],1.35350087310034
[110001010],2.6058130865734266
[110001011],6.877052763525734
[110001100],2.6448394983464727
[110001101],7.161334105752292
[110001110],nan
[110001111],5.985324809610953
[110010000],4.265103515928852
[110010001],7.608235161144901
[110010010],nan
[110010011],4.709969812536368
[110010100],2.315915370751566
[110010101],6.673193840037453
[110010110],1.9138784878650337
[110010111],-0.7748656562105518
[110011000],nan
[110011001],0.47038171519765015
[110011010],2.9434660558838224
[110011011],7.381133285815945
[110011100],3.135909049583222
[110011101],7.568622109884068
[110011110],nan
[110011111],5.743747507056097
[110100000],nan
[110100001],0.579262286663857
[110100010],nan
[110100011],nan
[110100100],nan
[110100101],1.1255219740914058
[110100110],nan
[110100111],nan
[110101000],nan
[110101001],nan
[110101010],nan
[110101011],0.7259266230197987
[110101100],nan
[110101101],1.2519374809472614
[110101110],nan
[110101111],-0.4524355171642167
[110110000],nan
[110110001],nan
[110110010],nan
[110110011],nan
[110110100],nan
[110110101],-1.109070705501014
[110110110],nan
[110110111],nan
[110111000],nan
[110111001],nan
[110111010],nan
[110111011],nan
[110111100],nan
[110111101],nan
[110111110],nan
[110111111],-0.5216881626492524
[111000000],4.451639271198063
[111000001],7.674194305769062
[111000010],0.7825815937615745
[111000011],5.097183420055167
[111000100],2.840963096322934
[111000101],7.168091699931452
[111000110],2.0502358746648484
[111000111],0.32219745394519084
[111001000],1.0656188327290774
[111001001],-0.6699875914124025
